Horizon,Decision Tree accuracy,Support Vector Machine accuracy,Logistic Regression accuracy,Naive Baseline accuracy
1,0.46170970614425644,0.3138913624220837,0.5650044523597507,0.7039180765805877
6,0.391789379741187,0.31369924141008476,0.47300312360553326,0.36813922356091033
12,0.35078299776286354,0.31364653243847873,0.47293064876957497,0.36062639821029085
24,0.41970310391363025,0.3117408906882591,0.48493027440395864,0.5528565002249213
